Title,listing_url,service_level,accom_type,max_guest,no_bedroom,no_bed,no_bathroom,_3c0zz14,_3c0zz15,_3c0zz16,_3c0zz17,rating,no_review,price,_tt122m
Zen Getaway with Pool and Garden,https://www.airbnb.com/rooms/14077670?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Entire residential home in Ubud,2 guests,1 bedroom,0 beds,1.5 baths,Pool,Wifi,Air conditioning,Kitchen,4.88,(141 reviews),$58,$292 total
The Jungle´s Doors by Love is Simple,https://www.airbnb.com/rooms/49749077?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,,Entire villa in Kecamatan Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(5 reviews),$472,"$2,362 total"
One Bedroom pool villa + private kitchen,https://www.airbnb.com/rooms/49987518?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Resort room in Kecamatan Gianyar,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,Kitchen,,,$60,$300 total
Lily room  1 bedroom pool view,https://www.airbnb.com/rooms/19183987?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Private room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,,4.98,(44 reviews),$25,$102 total
Cahaya Indah Villas Widuri Pool Villa.,https://www.airbnb.com/rooms/33258640?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.88,(33 reviews),$125,$632 total
1 bedroom Wooden Villa in the middle of Rice Field - Rumah Kita Kayu,https://www.airbnb.com/rooms/51751898?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,,,$60,$300 total
A classic bamboo house with pool in Ubud,https://www.airbnb.com/rooms/38865376?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Kitchen,,4.76,(17 reviews),$120,$600 total
Sunset Jungle Forest Family Room with Pool @Ubud,https://www.airbnb.com/rooms/41415692?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,,Room in boutique hotel in Ubud,4 guests,2 bedrooms,3 beds,2 shared baths,Pool,Wifi,Air conditioning,,,,$77,$386 total
55%OFF|TriDewi Tropical Suite Ubud Pool view,https://www.airbnb.com/rooms/47929107?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Room in boutique hotel in Kecamatan Tegallalang,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,,,,$15,$74 total
Private Pool Villa @ Uma Jala Villa Ubud,https://www.airbnb.com/rooms/50879242?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bath,Kitchen,Pool,Wifi,Air conditioning,Kitchen,,,$40,$200 total
Gusku Uma one bedroom pool villa,https://www.airbnb.com/rooms/22947915?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,5.0,(23 reviews),$152,$760 total
Romance + ducks! Kubu Rama private house in Ubud.,https://www.airbnb.com/rooms/2002162?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,,Entire residential home in Ubud,4 guests,1 bedroom,1 bed,1 bath,Wifi,Air conditioning,Kitchen,,4.65,(300 reviews),$31,$154 total
Royal Villa with Private Pool @Amora Ubud2,https://www.airbnb.com/rooms/52021230?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Entire villa in Kecamatan Tegallalang,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,,,$64,$321 total
hars garden tree houses/nature power,https://www.airbnb.com/rooms/19560390?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,,Private room in Ubud,2 guests,1 bedroom,1 bed,1 shared bath,Wifi,Air conditioning,,,4.88,(304 reviews),$52,$268 total
Architect Designed Studios/Orchid 1,https://www.airbnb.com/rooms/14716001?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Entire rental unit in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Kitchen,,4.73,(165 reviews),$42,$213 total
Jogja at Rumah Semanggi - 2 bedroom apartment,https://www.airbnb.com/rooms/49656961?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,SUPERHOST,Entire rental unit in Kecamatan Ubud,4 guests,2 bedrooms,2 beds,1 bath,Pool,Wifi,Kitchen,,5.0,(4 reviews),$24,$120 total
Bungalow in Bali´s Iconic house,https://www.airbnb.com/rooms/4544637?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,,Hotel room in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,4.73,(310 reviews),$56,$291 total
Stunning Rice Field Sunset View 2BR Pool Villa !!,https://www.airbnb.com/rooms/32779450?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,,Entire villa in Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,4.61,(88 reviews),$137,$685 total
"🌿Ubud gateway, overlooking the valley of Pejeng🌱",https://www.airbnb.com/rooms/42026354?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,SUPERHOST,Entire villa in Kabupaten Gianyar,4 guests,2 bedrooms,2 beds,2.5 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(9 reviews),$286,"$1,461 total"
"Ubud Wins Bungalow, Balinese Genuine Service",https://www.airbnb.com/rooms/17442475?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,SUPERHOST,Hotel room in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,4.95,(58 reviews),$32,$160 total
Wina Ubud Bali Home #3,https://www.airbnb.com/rooms/29304663?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,SUPERHOST,Private room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Wifi,Air conditioning,,,4.95,(38 reviews),$12,$64 total
Amazing -70%- New & stylish 4BR villa w rice-fields view,https://www.airbnb.com/rooms/43793564?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,,Entire villa in Kecamatan Ubud,10 guests,4 bedrooms,4 beds,4 baths,Pool,Wifi,Air conditioning,Kitchen,4.89,(55 reviews),$531,"$2,657 total"
Hidden Escape,https://www.airbnb.com/rooms/45943236?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,SUPERHOST,Entire villa in Kecamatan Ubud,4 guests,2 bedrooms,2 beds,2.5 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(3 reviews),$640,"$3,201 total"
Brand new boutique hotel in central ubud,https://www.airbnb.com/rooms/46042558?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,,Room in boutique hotel in Kecamatan Ubud,2 guests,1 bedroom,0 beds,1 shared bath,Pool,Wifi,Air conditioning,,,,$32,$160 total
"Unique style villa with verandas, garden and pool",https://www.airbnb.com/rooms/19189364?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,,Entire villa in Ubud,3 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Kitchen,,4.86,(50 reviews),$78,$114 total
"Private House-Swimming pool, rice field near Ubud",https://www.airbnb.com/rooms/19612518?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,,Entire residential home in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.45,(56 reviews),$25,$127 total
Contemporary Artisanal Studio Apartment in Ubud,https://www.airbnb.com/rooms/50546139?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,,Entire loft in Kecamatan Ubud,3 guests,1 bedroom,1 bed,1 bath,Wifi,Air conditioning,Kitchen,,,,$34,$171 total
Cozy Room wth Pool - 10 min Walk to Ubud Market,https://www.airbnb.com/rooms/17592526?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,SUPERHOST,Hotel room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,,4.55,(228 reviews),$23,$113 total
2BR Private Rice field villa,https://www.airbnb.com/rooms/39425892?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,SUPERHOST,Entire villa in Gianyar,4 guests,2 bedrooms,3 beds,3 baths,Pool,Wifi,Air conditioning,Kitchen,,,$126,$631 total
Temuku Tranquil Villa with Ricefield View,https://www.airbnb.com/rooms/45497491?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,,Resort room in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,,,$39,$194 total
Ubud Three Bedroom Private Villa | Rumah Suweta,https://www.airbnb.com/rooms/47837074?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,SUPERHOST,Entire villa in Kecamatan Ubud,6 guests,3 bedrooms,3 beds,3.5 baths,Pool,Wifi,Air conditioning,Kitchen,,,$86,$428 total
"Villa Padi, stylish 1 BR villa w/ rice patty views",https://www.airbnb.com/rooms/51722112?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,,,$60,$300 total
❤️Ubud Staycation Villa❤️ @TheMokshaUbud,https://www.airbnb.com/rooms/15919774?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,SUPERHOST,Private room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,,4.67,(49 reviews),$35,$150 total
Ubud Romantic Terrace Pool Villa,https://www.airbnb.com/rooms/45947952?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,,Hotel room in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,,,,$68,$340 total
1BR jungle view #1 at Ketut's Place Villas Ubud,https://www.airbnb.com/rooms/29226426?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=6fabdbbe-8715-4089-8677-16592f21a10d,SUPERHOST,Hotel room in Ubud,3 guests,1 bedroom,2 beds,1 private bath,Pool,Wifi,Air conditioning,,4.88,(43 reviews),$40,$200 total
Omah Tabuan - Natural Bamboo Hut in Ubud,https://www.airbnb.com/rooms/26669781?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,,Hut in Sukawati,2 guests,1 bedroom,1 bed,1 bath,Wifi,,,,4.69,(137 reviews),$20,$100 total
Valley View 3BR Private Pool Ubud Centre,https://www.airbnb.com/rooms/51183065?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,,Entire villa in Kecamatan Ubud,6 guests,3 bedrooms,3 beds,3 baths,Pool,Wifi,Air conditioning,Kitchen,,,$107,$536 total
Architect Designed  Natural Villa 3,https://www.airbnb.com/rooms/866341?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Kitchen,,4.84,(138 reviews),$107,$543 total
-70%- Elegant & luxurious 3 BR villa rice-fields pano,https://www.airbnb.com/rooms/41939039?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,,Entire villa in Kecamatan Ubud,8 guests,3 bedrooms,3 beds,3.5 baths,Pool,Wifi,Air conditioning,Kitchen,4.81,(27 reviews),$413,"$2,067 total"
D'tepi Ubud House and Yoga Retreat,https://www.airbnb.com/rooms/24358796?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,,Private room in Ubud,2 guests,7 bedrooms,7 beds,7 baths,Wifi,Air conditioning,,,4.65,(55 reviews),$15,$74 total
Bask in the Sun From a Private Room in a Gorgeous Villa,https://www.airbnb.com/rooms/plus/33299549?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,PLUS,Private room in Ubud,2 guests,1 private bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,Kitchen,4.72,(86 reviews),$75,$374 total
1BR w/pool close to Ubud Yoga Centre,https://www.airbnb.com/rooms/45997304?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,0 beds,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.67,(3 reviews),$112,$560 total
"Puri Arjun, AC, free wifi, kitchen, garden view",https://www.airbnb.com/rooms/30921130?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,SUPERHOST,Entire residential home in Ubud,2 guests,1 bedroom,1 bed,1 bath,Wifi,Air conditioning,Kitchen,,5.0,(16 reviews),$17,$91 total
Deluxe Suite Villa - near Ubud Center,https://www.airbnb.com/rooms/51270373?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,,,$47,$236 total
"Villa Jepun - Peace, quiet, views, pool, Ubud.",https://www.airbnb.com/rooms/1521939?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,,Entire villa in Ubud,2 guests,1 bedroom,0 beds,1 bath,Pool,Wifi,Air conditioning,Kitchen,5.0,(11 reviews),$97,$484 total
Find Peace in Our Luxurious Little Wooden Cottage near Ubud,https://www.airbnb.com/rooms/plus/20461845?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,PLUS,Entire cabin in Blahbatuh,2 guests,1 bedroom,1 bed,1 bath,Wifi,Air conditioning,,,4.91,(48 reviews),$44,$245 total
New! 6 BR Paradise w infinity pool and jungle view,https://www.airbnb.com/rooms/48946353?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,,Entire villa in Kecamatan Ubud,14 guests,6 bedrooms,6 beds,6 baths,Pool,Wifi,Air conditioning,Kitchen,4.71,(24 reviews),$768,"$3,839 total"
Dijumahrai Homestay-Room3 #Ubud Center,https://www.airbnb.com/rooms/40432720?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,,Private room in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 private bath,Wifi,Air conditioning,,,4.86,(22 reviews),$11,$51 total
Rustic-Chic Pool Home in Secluded Villa Complex near Ubud,https://www.airbnb.com/rooms/plus/22423238?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,PLUS,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.76,(25 reviews),$108,$540 total
Adipana Bungalow #room 4,https://www.airbnb.com/rooms/6926162?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,,Entire rental unit in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.65,(147 reviews),$24,$120 total
One Bedroom Private Villa in Ubud,https://www.airbnb.com/rooms/41363822?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,SUPERHOST,Private room in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(10 reviews),$44,$220 total
Forget Daily Worries at a Tranquil Villa in Ubud Center,https://www.airbnb.com/rooms/plus/23617449?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,PLUS,Private room in Ubud,2 guests,1 private bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,Kitchen,4.83,(41 reviews),$64,$322 total
Raditya Villa Ubud ( Lely ),https://www.airbnb.com/rooms/22021303?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,SUPERHOST,Private room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,Kitchen,4.80,(35 reviews),$40,$200 total
Nature Private Pool Villa @Ubud,https://www.airbnb.com/rooms/45184619?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,SUPERHOST,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,Kitchen,,,$59,$296 total
"2BR Private Pool Villa at Ubud, The Lenco Villa",https://www.airbnb.com/rooms/50053134?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=c1fb8b32-405e-4940-b956-be148609882c,SUPERHOST,Entire villa in Kecamatan Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,,,$71,$357 total
"Cozy ensuite, 2 pools, breakfast, wifi, Ubud area",https://www.airbnb.com/rooms/21906823?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Private room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,Kitchen,4.53,(78 reviews),$15,$76 total
Private 3BR VILLA with pool and garden,https://www.airbnb.com/rooms/24377130?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,SUPERHOST,Entire villa in Ubud,6 guests,3 bedrooms,3 beds,3 baths,Pool,Wifi,Air conditioning,Kitchen,4.80,(182 reviews),$155,$776 total
Firefly Eco-lodge-red room,https://www.airbnb.com/rooms/1951400?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,SUPERHOST,Private room in Ubud,4 guests,1 bedroom,2 beds,1 private bath,Pool,Wifi,,,4.56,(317 reviews),$39,$194 total
Firefly Eco artist ricefield appartment,https://www.airbnb.com/rooms/16208633?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,SUPERHOST,Entire loft in Ubud,2 guests,Studio,2 beds,1 bath,Wifi,Kitchen,,,4.79,(245 reviews),$74,$371 total
The Nani Ubud,https://www.airbnb.com/rooms/33319881?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,SUPERHOST,Room in boutique hotel in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,Kitchen,4.73,(37 reviews),$40,$200 total
Superior room with Balinese atmosphere in Ubud,https://www.airbnb.com/rooms/52174065?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Private room in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,,,$40,$200 total
Wananta clasic modern private 2 bed room villa,https://www.airbnb.com/rooms/45290933?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Entire villa in Kecamatan Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,,,$46,$228 total
"AWAN PAGI, Ubud",https://www.airbnb.com/rooms/42108556?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Hut in Ubud,2 guests,Studio,1 bed,1 bath,,,,,3.92,(13 reviews),$39,$196 total
Modern Luxury Room in Central Ubud,https://www.airbnb.com/rooms/29526671?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,SUPERHOST,Hotel room in Ubud,3 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,5.0,(4 reviews),$139,$555 total
NewEarth Haven - Amethyst Crystal  Eco Dome,https://www.airbnb.com/rooms/11974564?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Dome house in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,,,4.61,(352 reviews),$40,$200 total
Contemporary Villa with Rice Fields and Sunsets View,https://www.airbnb.com/rooms/plus/26722574?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,PLUS,Entire villa in Gianyar,4 guests,2 bedrooms,2 beds,2.5 baths,Pool,Wifi,Air conditioning,Kitchen,4.97,(86 reviews),$400,"$2,001 total"
1BR Private Pool in Ubud - near Ubud Center,https://www.airbnb.com/rooms/51270030?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,0 beds,1 bath,Pool,Wifi,Air conditioning,Kitchen,,,$71,$356 total
Villa in central ubud with private pool,https://www.airbnb.com/rooms/1870160?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Entire villa in Ubud,5 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,4.64,(170 reviews),$63,$314 total
Peaceful treehouse near yogabarn with private pool,https://www.airbnb.com/rooms/45317726?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,SUPERHOST,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,5.0,(4 reviews),$79,$405 total
Beautiful Panoramic Rice Field - Segitiga Haus,https://www.airbnb.com/rooms/32728383?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Hut in Blahbatuh,3 guests,1 bedroom,1 bed,1 bath,Wifi,,,,4.61,(175 reviews),$39,$196 total
